Translation #,Category,Wireframe Ref,KMCO Internal Category Name,KMCO Internal Field Code,Field Name,Original KMCO US English Copy,FOX Copy Edit - US English,Australia / ME English (FX),English Description,Russian,German,Turkish,Italian,Bulgarian,Serbian,Slovenian,Japanese,Chinese (Traditional),UK / Philippines (FOX),ME Arabic,Polish,Netherlands,Spanish (ES),Brazil,South East Asia - English (FOX Movies Premium)
AT174,iOS,,Translations Strings,,MeGallery ,Me,Me,Me,Me,Я,Ich ,Ben,Io,Аз,Ja,Naslovnica v polni velikosti je shranjena v Facebook albumu.,私,我,Me,أنا,Ja,Ik,Yo,Eu,Me
AT175,iOS,,Translations Strings,,MonsterCourtGallery ,Public Photo Gallery,Public Photo Gallery,Public Photo Gallery,Public Photo Gallery,Ходячие мертвецы,The Walking Dead,The Walking Dead,The Walking Dead,Живите мъртви,Okružen mrtvima,Fotografija v polni velikosti je shranjena v Facebook albumu.,ウォーキング・デッド,陰屍路,Public Photo Gallery,The Walking Dead,The Walking Dead,The Walking Dead,The Walking Dead,Galeria de Fotos Públicas,Public Photo Gallery
AT176,iOS,,Translations Strings,,NameLabel ,Name,Name,Name,Name,Имя,Name,İsim,Nome,Име,Ime,Fotografijo si prenesel na svoj računalnik.,名前,姓名,Name,الاسم,Imię,Naam,Nombre,Nome,Name
AT177,iOS,,Translations Strings,,NewContactAddressButton ,Enter new address,Enter new address,Enter new address,Enter new address,Введите новый адрес,Neue Adresse eingeben,Yeni adres gir,Inserisci nuovo indirizzo,Въведете нов адрес,Unesi novu adresu,Prijatelji,新しいアドレスを入力する,輸入新地址,Enter new address,أدخل العنوان الجديد,Wprowadź nowy adres,Nieuw mailadres,Introduzca una dirección nueva,Escreva um novo endereço,Enter new address
AT178,iOS,,Translations Strings,,NoConnectionMessage ,This feature requires an active internet connection. Please verify your connection and try again.,This feature requires an active internet connection. Please verify your connection and try again.,This feature requires an active internet connection. Please verify your connection and try again.,The feature requires an active internet connection. Please verify your connection and try again.,"Приложение требует подключения к сети Интернет. Пожалуйста, проверьте ваше соединение и попробуйте еще раз",Du benötigst eine aktive Internetverbindung. Bitte prüfe deine Verbindung und versuche es erneut.,Bu özellik etkin bir internet bağlantısı gerektiriyor. Lütfen bağlantını kontrol et ve yeniden dene.,Questa funzionalità richiede una connessione Internet attiva. Verifica la tua connessione e riprova.,"Това действие изисква активна интернет връзка. Моля, уверете се, че сте свързани с интернет, преди да продължите",Ova funkcija zahteva pristup internetu. Molimo vas da proverite svoju vezu sa internetom i pokušajte ponovo.,Komentarji,この機能はインターネットへの接続が必要です。接続されているかを確認して、もう一度やり直してください,這個功能需要網路連線。請確認你的連線狀態後再試一次。,This feature requires an active internet connection. Please verify your connection and try again.,تتطلب هذه الخاصية اتصالاً بالإنترنت. يرجى التحقق من الاتصال وإعادة المحاولة.,Ta funkcja wymaga połączenia z Internetem. Sprawdź pros połączenie i spróbuj ponownie.,Hiervoor heb je een werkende verbinding nodig. Check je internetverbinding en probeer het opnieuw.,"Esta característica requiere una conexión a Internet activa. Por favor, compruebe su conexión y vuelve a intentarlo.","Esta função requer uma internet com conexão ativa. Por favor, teste sua conexão e volte a tentar. ",This feature requires an active internet connection. Please verify your connection and try again.
AT179,iOS,,Translations Strings,,NoPictureToLike ,There is no photo to like,There is no photo to like,There is no photo to like,There is no photo to like,Нет фотографии,Keine Fotos vorhanden,Beğenecek fotoğraf yok,Non ci sono foto su cui aggiungere mi piace,"Няма снимка, която да харесам",Nema nijedne fotografije za sviđanje.,Pošlji,お気に入りの写真がありません,沒有可以按讚的照片,There is no photo to like,لا توجد صورة للإعجاب بها,Ta funkcja wymaga połączenia z Internetem. Sprawdź połączenie i spróbuj ponownie.,Er is geen foto om te liken,No hay ninguna foto para marcar,Não tem nenhuma foto para curtir,There is no photo to like
AT180,iOS,,Translations Strings,,NPersonButton ,%d Persons,%d Persons,%d Persons,%d Persons,%d человек,%d Personen,%d Kişi,Persone in %d,Повече от един получател %d,%d osoba,Shrani,%d 人,%d Persons,%d Persons,d% من الأشخاص,%d osób,%d personen,% de personas,% de pessoas,%d Persons
AT181,iOS,,Translations Strings,,OK ,Ok,Ok,Ok,Ok,Ок,Ok,Tamam,Ok,Добре,OK,Fotografije,OK,Ok,Ok,موافق,Ok,Ok,Ok,Ok,Ok
AT182,iOS,,Translations Strings,,PhotoDeletedConfirmation ,Your photo has been deleted!,Your photo has been deleted!,Your photo has been deleted!,Your photo has been deleted!,Ваша фотография удалена,Dein Foto wurde gelöscht.,Fotoğrafın silindi!,La tua foto è stata cancellata!,Снимката ви е изтрита,Vaša fotografija je obrisana,Ta album ni na voljo. Izberi drugega.,あなたの写真は削除されました,你的照片已經被刪除！,Your photo has been deleted!,تم حذف صورتك,Twoje zdjęcie zostało usunięte!,Je foto is verwijderd!,Tu foto ha sido eliminada!,Sua foto foi deletada!,Your photo has been deleted!
AT183,iOS,,Translations Strings,,PrivacyPolicyTitle ,Privacy Policy,Privacy Policy,Privacy Policy,Privacy Policy,Соглашение о конфиденциальности,Datenschutz,Gizlilik Politikası,Informativa sulla privacy,Поверителност,Pravila o privatnosti,Spremeni se v zombija iz AMC-jevih Živih mrtvecev!,個人情報保護について,隱私政策,Privacy Policy,سياسة الخصوصية,Polityka prywatności,Privacybeleid,Política de privacidad,Política de Privacidade,Privacy Policy
AT184,iOS,,Translations Strings,,ProblemDeletingPicture ,An error occurred while deleting your Picture. Please try again,An error occurred while deleting your Picture. Please try again,An error occurred while deleting your Picture. Please try again,An error occurred while deleting your Picture. Please try again,"При удалении вашей фотографии произошла ошибка. Пожалуйста, попробуйте еще раз","Ein Fehler ist aufgetreten, während dein Foto gelöscht wurde. Bitte versuche es erneut.",Fotoğrafını silerken bir hata oluştu. Lütfen tekrar dene,Durante la cancellazione della tua immagine si è verificato un errore. Riprova,"Станала е грешка при заличаването на снимката. Моля, опитайте отново",Došlo je do greške u brisanju vaše fotografije. Molimo vas da pokušate ponovo.,ZA ZAČETEK,写真を削除中にエラーが発生しました。もう一度やり直してください,當刪除你的照片時發生錯誤。請再試一次,An error occurred while deleting your Picture. Please try again,حدث خطأ أثناء حذف صورتك. يرجى إعادة المحاولة,Wystąpił błąd w trakcie usuwania Twojego zdjęcia. Spróbuj ponownie.,Een fout vond plaats tijdens het opslaan van je foto. Probeer het alsjeblieft opnieuw.,"Se produjo un error al eliminar tu imagen. Por favor, inténtalo de nuevo","Um erro ocorreu ao deletar sua foto. Por favor, tente de novo ",An error occurred while deleting your Picture. Please try again
AT185,iOS,,Translations Strings,,ProblemFlaggingPhoto ,An error occurred while flagging the photo. Please try again,An error occurred while flagging the photo. Please try again,An error occurred while flagging the photo. Please try again,An error occurred while flagging the photo. Please try again,"При попытке поставить отметку на фото произошла ошибка. Пожалуйста, попробуйте еще раз","Ein Fehler ist aufgetreten, während du das Foto markiert hast. Bitte versuche es erneut.",Fotoğrafı işaretlerken bir hata oluştu. Lütfen tekrar dene,Durante la cancellazione della tua immagine si è verificato un errore. Riprova,"Станала е грешка при маркирането на снимката като неподходяща. Моля, опитайте отново",Došlo je do greške u obeležavanju vaše fotografije. Molimo vas da pokušate ponovo.,Fotografiraj se ali naloži fotografijo iz Facebooka.,写真のフラグ中にエラーが発生しました。もう一度やり直してください,當檢舉照片時發生錯誤。請再試一次,An error occurred while flagging the photo. Please try again,حدث خطأ أثناء وضع إشارة على الصورة. يرجى إعادة المحاولة,Wystąpił błąd w trakcie oznaczania zdjęcia. Spróbuj ponownie.,Een fout vond plaats tijdens het rapporteren van een foto. Probeer het alsjeblieft opnieuw.,"Ocurrió un error al marcar la foto. Por favor, inténtalo de nuevo","Um erro ocorreu ao marcar sua foto. Por favor, tente novamente",An error occurred while flagging the photo. Please try again
AT186,iOS,,Translations Strings,,ProblemLikingPicture ,An error occurred while liking the Picture. Please try again,An error occurred while liking the Picture. Please try again,An error occurred while liking the Picture. Please try again,An error occurred while liking the Picture. Please try again,"Произошла ошибка. Пожалуйста, попробуйте нажать ""мне нравится"" еще раз","Ein Fehler ist aufgetreten, bitte versuche es erneut.",Fotoğrafı beğenirken bir hata oluştu. Lütfen tekrar dene,Durante l’aggiunta del tuo mi piace alla foto si è verificato un errore. Riprova,"Станала е грешка при харесването на снимката. Моля, опитайте отново","Došlo je do greške u unosu ""sviđa mi se"" za ovu fotografiju. Molimo vas da pokušate ponovo.",Spremembe so shranjene.,写真をお気に入りにする途中にエラーが発生しました。もう一度やり直してください,當對照片按讚時發生錯誤。請再試一次,An error occurred while liking the Picture. Please try again,حدث خطأ أثناء الإعجاب بالصورة. يرجى إعادة المحاولة,Nie udało się polubic zdjęcia. Spróbuj ponownie.,Een fout vond plaats tijdens het liken van de foto. Probeer het alsjeblieft opnieuw.,"Error al marcar ""Me Gusta"" en la foto. Por favor, inténtalo de nuevo","Um erro ocorreu ao curtir sua foto. Por favor, tente de novo",An error occurred while liking the Picture. Please try again
